actorName,actorMovieCount,actorAwardNominations,actorAwardWins
Rebel Wilson,33,18,6
Britt Robertson,52,4,3
Brendan Gleeson,98,43,16
Terence Stamp,89,14,9
Boris Karloff,207,1,4
Juliet Stevenson,83,8,15
Paddy Considine,46,31,14
Mark Webber,57,8,5
Vanessa Hudgens,54,19,5
Zach Braff,39,43,14
Oscar Isaac,47,50,21
Rose Leslie,19,2,1
Arthur Brauss,184,0,0
Kris Kristofferson,117,5,9
Kim Min-hee,25,11,11
Eddie Griffin,52,2,2
Evan Rachel Wood,56,42,18
Josh Hutcherson,48,24,19
Adam Sandler,74,77,54
Emily Browning,30,9,5
Spike Lee,18,78,53
Anthony Rapp,43,6,1
Anthony Perkins,67,6,9
Francesc Colomer,10,1,1
Anna Friel,68,8,5
Clint Eastwood,72,162,148
John Leguizamo,143,24,13
Kathryn Beaumont,13,0,0
Mikhail Boyarskiy,70,1,2
Brian Bedford,37,1,0
Clovis Cornillac,97,4,2
Mitya Borisov,1,0,0
Ashley Scott,35,1,1
Sam Kantor,4,0,0
Thomas F. Duffy,86,0,0
David Essex,2,0,0
Zoey Deutch,25,2,1
Betsy Palmer,61,1,1
Pat Morita,173,5,2
Rachael Leigh Cook,87,9,8
Tom Hiddleston,45,34,6
Nicoletta Braschi,19,10,3
N.N. Pillai,4,0,0
Sandy Dennis,36,5,4
Rutger Hauer,172,6,14
Robert Stephens,95,0,0
Lanny Ross,8,0,0
Dakota Blue Richards,14,5,0
Raphaël Personnaz,60,2,2
Bobby Driscoll,52,2,2
Donald Sutherland,190,30,18
Lauren Bacall,73,13,21
Antonio Albanese,25,18,9
Peter MacNicol,76,17,5
Jessica Lange,45,80,41
Dean Russell,2,0,0
Charlie Hunnam,26,5,2
Pam Grier,103,20,9
Alessandro Nivola,49,7,9
Ray Aranha,24,0,0
Stephen Boyd,67,4,1
Zachary Gordon,52,6,3
Amber Tamblyn,49,16,6
Kristina Asmus,11,3,1
Tomer Sisley,43,2,2
Kuei Ya-Lei,1,0,0
Fred Williamson,130,2,1
Cecilia Roth,85,14,17
Gabourey Sidibe,20,39,28
Nicole Grimaudo,43,1,3
Marilyn Burns,14,1,1
Shia LaBeouf,57,43,14
Hrithik Roshan,36,27,33
Pat O’Brien,149,4,4
Tyler Perry,40,41,13
Susan Buice,5,1,3
Cary Elwes,123,7,0
Hideaki Ito,59,1,0
Charlotte Roche,5,1,2
Amanda Schull,33,0,0
Phil Harris,42,3,0
Tom Payne,24,0,0
Lauren German,31,1,0
Dorothy Stratten,7,0,0
Li Bingbing,30,10,6
Robert Hill,18,0,0
Scott Eastwood,32,2,1
Wallace Beery,241,2,3
Rupert Graves,94,1,1
Jesse Bradford,53,3,2
Joanna Going,61,2,0
Barry Bostwick,172,6,1
Miguel Ferrer,126,5,4
Dorothy Dwan,39,0,0
Eddie Albert,204,7,4
Ilene Woods,3,0,0
Don Ameche,92,5,5
Ingrid Guimarães,41,6,0
Mitsuo Iwata,108,0,0
Carlo Ferrante,31,1,1
Sally Field,64,80,43
Kimberly Elise,40,15,14
Hedy Lamarr,35,1,2
Mary Elizabeth Mastrantonio,34,7,2
Y_ji Matsuda,57,0,0
Lewis MacDougall,5,10,1
Zach Cregger,24,1,0
Robert Carlyle,61,22,14
Sean Bean,132,11,16
John Belushi,13,6,2
James Rolleston,9,3,1
Jim Sturgess,39,3,2
Alice Eve,43,0,0
Michael Shannon,92,87,36
Premsinee Ratanasopha,2,0,0
Chris Hemsworth,39,32,11
James Wilby,89,2,7
Stanis_aw Brudny,78,0,0
Linh _an Ph_m,1,0,0
Drake Bell,103,3,9
Nastassja Kinski,70,9,11
Harrison Ford,80,40,41
Nat Wolff,30,7,4
Jesse Metcalfe,26,2,2
Garance Marillier,11,1,0
Christopher Lee,280,12,25
Rudolph Christians,10,0,0
John Wayne,178,18,26
Damon Wayans,36,16,6
Alan Cumming,120,29,13
Parker Stevenson,60,1,0
Ricardo Meneses,1,1,0
Alan Arkin,109,65,27
Michael C. Williams,15,1,0
Billy Zane,155,4,2
Merle Oberon,60,2,2
Salma Hayek,78,43,18
Steve Whitmire,124,9,4
"""Peter OToole""",100,48,36
Manoj Bajpayee,82,16,10
Brendan Sexton III,67,2,2
Ilka Bessin,13,6,5
Aqib Khan,12,0,0
Emmanuelle Riva,87,27,21
Gene Kelly,47,9,13
Kathleen Turner,61,19,14
June Ayers,16,1,0
Sook-Yin Lee,20,2,2
Michael Keaton,81,40,65
Steve Zahn,73,10,2
Charlie Tahan,30,1,1
Josh Duhamel,46,17,1
Lance Guest,48,0,0
Elio Germano,61,20,22
Jeffrey Tambor,206,36,22
Annabella Sciorra,67,4,1
Felicia Pearson,13,1,0
Mischa Barton,76,6,3
Birgitte Hjort Sørensen,29,8,0
Adrien Brody,65,36,13
Danny Kaye,30,10,10
Yanina Zhejmo,28,0,0
Irene Bedard,64,2,7
Burt Lancaster,87,22,25
Simon Pegg,94,21,10
Carl Weathers,75,2,1
Chris Brown,69,48,7
John Cleese,159,18,11
Bette Midler,46,49,31
Tyrin Turner,38,1,0
Briana Evigan,37,1,3
Mitch Gaylord,7,1,0
Alison Elliott,34,2,1
Cleavon Little,62,2,2
Kevin Conway,79,0,0
Daniel Radcliffe,39,43,15
Michael Rennie,117,0,0
Lisa Kudrow,76,73,13
Dudley Moore,47,8,5
Mia Farrow,59,24,8
Nanako Matsushima,36,2,0
Nick Cannon,52,28,4
Janet Jackson,49,122,74
Alison Lohman,30,8,3
Rudy Youngblood,12,0,0
Christopher Gorham,53,3,1
Stany Crets,56,1,0
Tsutomu Yamazaki,103,4,14
John Cusack,85,20,8
Jenna Fischer,46,20,7
Daniel Gillies,28,0,0
Ron Burrage,1,0,0
Jürgen Prochnow,135,1,6
Sean Hayes,54,43,22
Terrence Jenkins,20,2,0
Kôichi Hayashi,1,0,0
Koen De Bouw,73,7,2
Robert Mitchum,133,9,11
Bryce Dallas Howard,36,26,19
Robert Redford,79,50,40
Cotter Smith,88,0,0
Jonathan Rhys Meyers,54,16,7
Julia Ormond,49,13,7
Lud_k Munzar,127,0,0
Jamie Kennedy,102,8,6
Janet Gaynor,67,2,3
Liv Tyler,35,20,13
Emily Barclay,27,5,5
Tony Ail,22,0,0
French Stewart,111,6,0
Paul Mercurio,29,1,0
Fernando Colunga,32,0,0
Marc Antolin,4,0,0
Ma_gorzata Foremniak,44,1,0
Michael Pitt,44,7,3
Nikki Reed,32,10,3
Anthony Anderson,92,61,12
Christina Hendricks,61,28,19
Takehiro Murata,94,1,4
Romane Bohringer,65,1,1
Marianna Palka,30,6,2
Manuel Vignau,8,1,0
F. Murray Abraham,120,12,9
Melina Mercouri,20,7,3
James Cromwell,185,25,8
Kristina Orbakayte,23,7,12
Mike Epps,76,5,4
Nigel Terry,73,0,0
Erik Stolhanske,23,0,0
Trevor Morgan,49,7,2
Lil Dagover,140,2,3
"""Nicholas DAgosto""",40,0,0
Shelley Hennig,20,4,1
Jaden Smith,20,20,8
Gordon Jones,160,1,1
James Woods,143,39,21
Amy Steel,44,0,0
Zsófia Psotta,2,0,0
Robert Blake,163,13,6
Ally Walker,54,3,0
Rod Taylor,93,3,5
John Payne,73,1,2
Craig Wasson,17,0,0
Donatas Banionis,67,1,4
Drew Barrymore,76,57,33
Kurt Thomas,3,1,0
Park Hae-il,31,5,6
Claire Holt,15,1,0
Audrey Tautou,45,20,12
Angus Macfadyen,79,8,0
James McAvoy,54,32,18
Kathryn McCormick,9,0,0
Johnny Knoxville,44,13,0
Kerwin Mathews,34,1,0
Brahim Hadjadj,5,0,0
Melissa Rauch,26,10,0
M.L. Piyapas Bhirombhakdi,1,0,0
Imogen Poots,42,2,3
Krysten Ritter,54,7,1
Colin Clive,18,0,0
Jordan Peele,51,85,84
Barbra Streisand,24,46,44
Paul Giamatti,106,60,46
John Corbett,70,10,4
Courteney Cox,66,33,8
Jenna Dewan,37,2,1
Eyal Kitzis,8,0,0
George Peppard,58,3,4
Greer Garson,45,8,10
Minna Haapkylä,38,4,4
Lutz Dammbeck,1,0,0
Nicole de Boer,57,1,0
Virginia Mayo,70,2,2
Josh Stewart,44,1,0
Sanjeev Kumar,166,1,3
Ewan McGregor,83,48,29
Bobcat Goldthwait,101,11,8
Tony Barry,150,3,2
Alex Briley,13,1,0
Kim Rossi Stuart,48,28,32
Sam Smith,52,0,0
Ashley Olsen,50,8,9
Ross Partridge,61,4,7
Michel Simon,111,3,3
Rose McGowan,58,6,3
Marlon Wayans,40,17,5
Alfre Woodard,118,69,33
Geoffrey Rush,64,79,45
Lainie Kazan,113,8,5
Phyllis Thaxter,68,1,1
Vern Stierman,4,0,0
Tia Carrere,101,7,3
Sean Garlick,5,0,0
Piolo Pascual,60,23,20
Douglas Smith,53,1,2
Ed Speleers,27,2,1
Morgan Saylor,13,2,0
Ali Larter,33,5,4
Shannen Doherty,72,12,3
Mimi Rogers,111,3,1
Ryan Cartwright,28,1,0
Catherine Keener,80,56,18
AJ Michalka,45,2,1
Taron Egerton,17,6,2
Anna Nicole Smith,11,1,1
Michelle Jenner,49,11,10
Cynthia Nixon,84,45,21
Ingrid Bergman,55,20,35
Henry Ian Cusick,49,8,6
Isla Fisher,49,10,4
Benjamin Walker,21,0,0
Lizzy Caplan,62,10,3
Ann-Margret,85,26,19
Georgia Groome,24,1,1
Melanie Lynskey,76,16,7
Robert Downey Jr.,91,106,39
Alexander Siddig,52,2,0
Marcello Mastroianni,146,22,48
Sunny Pawar,5,7,3
Tshewang Dendup,3,0,0
Dane Clark,156,1,1
Lori Petty,67,2,3
Ice-T,88,10,2
Edmund Gwenn,95,2,4
Steve Agee,132,0,0
Estella Warren,33,3,2
Agnès Jaoui,32,15,22
Matt Johnson,8,21,7
Griffin Gluck,27,1,0
Loren Dean,34,1,0
Bruce Ramsay,80,1,0
Ken Watanabe,74,23,10
Philip Michael Thomas,56,2,1
Uma Thurman,64,65,26
Kim Cattrall,93,26,9
Maggie Gyllenhaal,45,42,22
Kristoffer Joner,58,5,8
Pål Sverre Hagen,30,3,6
Kristen Miller,44,1,0
Gila Almagor,59,2,3
Timothy Dalton,68,3,2
Chris Sanders,25,25,10
Peter Weller,80,8,2
Charles Grodin,66,5,4
Richard Attenborough,79,24,28
Dennis Quaid,96,27,13
Paul Michael Lévesque,102,0,0
Caitlin Stasey,22,1,1
Adèle Exarchopoulos,20,26,26
Ryan Reynolds,81,44,17
Valeriya Lanskaya,16,1,0
Robert Patrick,150,5,2
Timothy Bottoms,121,4,4
Billy Crystal,70,50,34
Joe Mantegna,146,9,9
Bobby Campo,36,0,0
Farhan Akhtar,17,24,28
Lindsay Lohan,54,36,19
Glenn Howerton,32,0,0
Matthew Perry,59,28,6
Ali MacGraw,15,7,6
Sullivan Stapleton,47,4,0
Juliette Binoche,73,53,34
Marina Zudina,29,1,2
James Karen,204,2,1
Ashley Greene,36,2,4
Joe Dallesandro,54,1,1
Jason Alexander,136,39,11
Austin Nichols,48,0,0
Eliú Armas,1,0,0
Jessalyn Gilsig,51,5,2
George Lazenby,1,0,0
Scott Bakula,75,18,6
Jennifer Carpenter,31,23,5
Alexander Skarsgård,61,15,12
Yekaterina Gorokhovskaya,11,0,0
Michelle Monaghan,45,8,4
John Hurt,208,16,23
Pierre Niney,25,7,4
"""Brendan OCarroll""",15,11,8
Simon Rex,57,0,0
Jim Cummings,540,17,7
Jean-Claude Brialy,189,3,2
Espen Edvartsen,4,0,0
Jennifer Love Hewitt,59,25,11
Marina Foïs,70,8,2
Andrew McCarthy,77,2,2
David Belle,17,0,0
Sebastian Cabot,111,4,3
Sean Astin,143,23,21
Toshir_ Mifune,184,4,18
Jeremy Irvine,21,2,1
Saif Ali Khan,68,30,22
Vinnie Jones,96,2,3
Valeri Solovyev,25,1,1
Talia Shire,72,7,8
John Lennon,84,10,15
Shu Qi,86,28,12
Natalie Portman,64,131,85
Valerie Red-Horse,6,2,6
Jonathan Cherry,37,1,0
Ami Ayalon,10,0,0
Suraj Sharma,13,8,3
George Kennedy,183,6,5
Prince,44,37,21
Sheri Moon Zombie,17,1,3
Sanaa Lathan,43,20,11
John Heard,180,2,1
Danny Dyer,86,6,2
Jeff Bridges,90,107,46
Paul Stevens,67,1,0
Lindsay Duncan,103,7,4
Pernilla August,74,16,18
Alec Baldwin,141,100,46
Ian McKellen,117,57,52
Kate Winslet,58,156,87
Jimmy Hunt,40,0,0
Ellen van der Koogh,6,0,0
Dina Meyer,89,1,1
Lamberto Maggiorani,16,0,0
Hideaki Anno,15,3,10
Joe Don Baker,82,4,1
Josh Hartnett,46,17,3
Johanna Braddy,55,2,2
Holly Hunter,60,88,44
Danny Aiello,101,6,6
Barry Otto,82,4,1
Michael Fassbender,60,141,78
Mannara Chopra,2,0,0
Matt Dillon,62,25,22
Daryl Hannah,92,11,6
Evan McGuire,1,0,0
Mae West,13,2,2
Hiroyuki Ikeuchi,95,0,0
Richard Johnson,141,2,2
Lau Ching-Wan,112,31,12
Bob Newhart,42,28,20
Derek Hough,12,13,3
Jesús Ochoa,106,4,4
Jena Malone,70,20,13
Karina Smulders,25,1,1
Laurence Fishburne,113,66,25
Michael Landon,59,5,8
Mariangela Melato,70,4,25
Robert Townsend,42,6,7
Kevin James,33,14,2
Simon Abkarian,88,1,3
Kamal Haasan,255,22,48
Meryl Streep,84,359,174
Andrei Panin,75,10,5
Johnny Simmons,33,1,1
Brian Bosworth,23,2,0
Whoopi Goldberg,175,84,57
Marijn De Valck,34,0,0
Portia de Rossi,37,7,4
Sam Callis,18,1,1
Robert Evans,15,2,10
Michele Riondino,34,10,9
Mary Kay Place,135,8,2
Carter Jenkins,51,6,5
"""Terry OQuinn""",116,24,6
Maren Ade,41,0,0
Eli Roth,30,9,14
Scott Adsit,113,12,1
Mila Kunis,63,56,14
Gary Sinise,53,17,18
Olga Kurylenko,45,5,2
Broderick Crawford,146,5,5
Jordana Brewster,29,12,0
Elizabeth Berkley,63,6,3
Jennifer Garner,59,53,12
H.B. Halicki,5,0,0
Andrea Riseborough,46,12,19
Ingvar Eggert Sigurðsson,77,5,13
Matilda Anna Ingrid Lutz,14,0,0
Alberto Laiseca,1,0,0
Sheryl Lee,62,6,0
Anton Shagin,19,3,3
William Feng,36,1,1
Bob Balaban,115,18,11
Rob Schneider,87,15,4
Taimak,23,0,0
Liza Minnelli,36,18,20
Zuhab Khan,5,0,0
Kevin Farley,98,0,0
Odette Annable,40,4,1
Christina Ricci,75,34,19
Gabriel Byrne,108,18,7
Olivia Hussey,58,3,2
Philip Seymour Hoffman,65,100,90
Henri Garcin,123,0,0
Regina Casé,37,2,12
Carla Gugino,97,9,2
Peter Cushing,131,1,4
Tom Sturridge,23,0,0
Maz Jobrani,73,2,2
Richard Burton,79,23,21
Adam Carolla,40,3,3
Peter Ustinov,101,21,20
Piper Laurie,116,21,13
Sridevi Kapoor,295,16,20
Tom Waits,43,6,6
Glen Hansard,3,15,12
Meg Ryan,49,30,15
Josh Zuckerman,62,2,0
Ralph Macchio,52,4,4
Jessica Alba,62,40,16
Simon Baker,42,18,8
Ed Harris,103,51,32
Brad Davis,37,4,2
Vishnu Vishal,18,1,0
Levi Miller,11,3,2
Myles Berkowitz,3,1,1
"""Josh OConnor""",25,4,4
Lee Evans,22,2,2
Vivien Leigh,20,3,10
María Valverde,35,3,7
Peter Horton,51,7,6
Helen Shaver,90,17,8
Mark Dacascos,79,1,0
Julian Morris,35,0,0
Tobias Menzies,58,3,1
Julian Sands,138,1,1
Roselyn Sánchez,39,10,1
Eminem,56,74,43
Doran Godwin,20,0,0
Andy Samberg,81,34,6
Tom Skerritt,168,11,7
Nikola Rako_evi_,43,2,2
Robert Pattinson,35,49,42
Amy Schumer,24,40,18
Hiroshi Mikami,45,0,0
Dmitriy Endaltsev,14,0,0
Cybill Shepherd,71,18,13
Kevin Pollak,144,8,4
Jason Flemyng,128,4,0
Rosario Dawson,95,44,11
Agathe Bonitzer,36,1,0
Warwick Davis,83,4,0
Lance Henriksen,248,16,18
Sam Waterston,96,37,7
Lee Jung-jae,34,5,10
Jesse Eisenberg,46,57,22
Sergei Bodrov Jr.,4,8,15
Simone Spoladore,34,12,8
Ty Burrell,40,47,18
Lance Bass,54,4,2
Shane Dawson,38,3,2
Whitney Able,36,1,0
Giuseppe Andrews,49,0,0
Joyce Taylor,36,0,0
Allison Anders,2,9,8
Marc Singer,89,0,0
Rumer Willis,40,2,3
Jack Holt,192,1,1
Anya Taylor-Joy,20,13,9
Ranbir Kapoor,29,27,28
Matt Day,55,4,0
Kevin Bernhardt,17,1,3
Thora Birch,52,27,18
Olivia DeJonge,13,4,1
Paul Fenech,17,2,0
Demi Moore,62,28,15
Innokentiy Smoktunovskiy,105,2,8
"""OShea Jackson Jr.""",9,5,4
Hart Bochner,55,0,0
Samantha King,1,0,0
Denis Leary,67,19,5
Stephan James,26,7,3
John Turturro,107,32,20
Pulkit Jawahar,1,0,0
Gregory Peck,60,24,32
Kenny Wormald,21,0,0
Isabelle Adjani,50,9,26
Alain Delon,107,4,11
Teresa Palmer,32,9,0
Max Brebant,1,1,0
Felicity Huffman,58,54,28
Gong Yoo,19,9,3
Ad van Kempen,71,2,0
Chief Thundercloud,82,0,0
Ben Stiller,125,59,13
Jennifer Tilly,119,13,8
Jodelle Ferland,70,16,1
Buddy Hackett,54,1,1
Sarah Michelle Gellar,55,31,22
Jacques Briere,1,0,0
Michael J. Fox,71,63,31
Rickson Tevez,1,0,0
Brandy Norwood,39,65,24
Lorraine Gary,33,2,0
Eleni Kastani,35,0,0
Maxwell Caulfield,83,2,1
Ken Marshall,24,1,0
Shane McDermott,5,1,0
Skeet Ulrich,42,1,3
Blythe Auffarth,23,1,1
Charlton Heston,128,20,16
Samy Naceri,54,1,3
Jason Statham,49,3,1
Ajith Kumar,59,10,10
Roman Wilhelmi,46,3,3
Ivana Baquero,19,10,10
Jeremy Piven,95,25,5
Michael Angarano,63,4,6
Andrew Dice Clay,39,4,1
Mikko Nousiainen,44,1,0
Adam Driver,41,39,15
David Suchet,109,7,8
Dany Boon,41,7,4
Jasmine Trinca,29,11,17
Zoe Kazan,30,11,5
Chyler Leigh,26,2,1
Kevin Dillon,45,13,1
Klaus Kinski,136,4,4
Bud Spencer,77,3,7
Joey Lawrence,75,9,1
Dolph Lundgren,88,3,3
Cécile de France,53,10,11
Allison Miller,30,0,0
Liev Schreiber,80,38,20
Rod Paradot,8,3,3
Tori Spelling,57,6,2
Marc Blucas,65,1,1
Alina Babak,9,0,0
Nia Long,62,13,7
Hulk Hogan,150,1,1
Sheila Vand,41,1,1
Joanna David,93,0,0
Jason Yachanin,8,0,0
Howard Keel,45,2,3
__·__,1,0,0
Kirk Cameron,40,8,11
Mark Polish,14,1,1
Amanda Donohoe,58,2,1
Patrick Huard,34,10,2
Vladimir Mashkov,48,16,15
Kinga Preis,58,10,8
Jennifer Lopez,102,78,30
Molly Shannon,122,14,10
Daniel Tay,7,0,0
Deepika Padukone,34,60,71
Keisha Castle-Hughes,24,12,11
Chelcie Ross,90,0,0
Lillian Gish,122,3,11
Barret Oliver,22,4,1
Carmelo Gómez,55,7,13
Michael Jordan,45,40,23
James Earl Jones,189,26,25
Charisma Carpenter,58,4,0
Janeane Garofalo,149,14,5
Channing Tatum,55,56,21
Fredric March,86,15,10
Adam Bousdoukos,59,1,3
Kim Hye-ja,1,0,0
Deborra-Lee Furness,43,2,4
Candy Clark,69,3,3
Kunal Khemu,27,1,0
Marc Donato,54,11,3
Jeremy Sumpter,33,4,3
Casper Van Dien,126,3,3
Emily Deschanel,29,13,0
Hwang Jung-min,40,17,11
Katharine Ross,66,4,8
"""Rickey DShon Collins""",42,3,0
Keir Gilchrist,49,1,0
Clayton Moore,80,1,3
Marat Basharov,59,2,0
Joey King,59,9,4
Madina Nalwanga,1,6,0
Bill Hader,104,33,7
Mathieu Amalric,121,39,22
Denise Aron-Schropfer,24,0,0
Anna Paquin,50,50,16
Kellan Lutz,43,7,4
Roger Moore,95,9,11
Natalie Dormer,35,5,1
Lee Majors,123,6,6
Victoria Justice,48,16,3
Victor Lundin,31,0,0
Ariana Richards,28,5,4
Stephen Lang,126,10,6
Scott Glenn,97,1,0
Emma Watson,22,59,24
Ginnifer Goodwin,34,15,3
"""Aulii Cravalho""",5,8,6
"""Chris ODonnell""",36,6,5
Teodor Corban,26,1,3
Max Riemelt,65,6,8
Charles Laughton,65,6,6
Mariya Aronova,32,4,6
Edward Norton,44,80,49
Karlheinz Böhm,71,3,4
Marlee Matlin,65,15,3
Walter Matthau,107,16,12
Edward G. Robinson,112,1,6
Alia Bhatt,19,15,13
Randolph Scott,108,1,2
Snoop Dogg,138,34,6
Olga Sutulova,28,1,2
Jake Hoffman,29,0,0
"""Dylan OBrien""",16,6,12
Jamie Campbell Bower,21,3,0
Ranveer Singh,17,10,20
Jim Varney,53,1,1
Magdalena Mielcarz,14,0,0
Emilio Estevez,47,11,4
Emmanuelle Chriqui,81,9,1
Gerard Butler,60,15,4
Yuka Imoto,2,0,0
Alain Chabat,65,5,2
Sergei Bezrukov,52,7,3
Janine Duvitski,77,0,0
Jason Biggs,51,15,4
Miley Cyrus,56,50,23
Matthew Goode,45,16,3
Pawan Kalyan,27,4,2
Jean-Claude Donda,38,0,0
James Franco,151,131,46
Michael Beck,43,2,0
Kristin Scott Thomas,91,47,28
Pyotr Fyodorov,46,3,0
Kara Hayward,14,14,2
Keira Knightley,57,97,30
Clarence Williams III,108,5,0
Bill Maher,47,81,9
Zach Galifianakis,72,37,22
David Andrews,106,1,0
Janet McTeer,63,30,11
Gary Dourdan,69,6,5
Michael Crawford,49,4,1
Barry McEvoy,15,0,0
Mary Pickford,249,3,3
Alan David,102,0,0
Martin Balsam,176,5,3
Sihung Lung,42,1,4
Usher Raymond,59,48,13
Debra Winger,47,27,8
Ali Zafar,11,2,1
Vladimir Garin,1,1,1
Michael Moriarty,85,16,6
Bob Holt,116,0,0
André Benjamin,22,13,2
Michael Peña,89,7,13
Harman Baweja,6,0,0
Nicholas Hoult,53,13,4
Minka Kelly,39,5,0
Ed Begley Jr.,314,11,3
Julie Benz,89,5,3
Blythe Danner,111,23,8
Ice Cube,62,25,9
Anupam Kher,420,17,15
Sasha Grey,1,0,0
Veronica Taylor,166,4,0
Kevin Costner,61,59,54
Louie Leonardo,23,0,0
Michael Madsen,293,5,8
William Powell,96,5,5
Ron Moody,88,3,4
Kay Panabaker,42,6,4
Ronnie Barker,75,7,6
Colin Farrell,57,57,14
Charlize Theron,59,103,59
Santiago Segura,117,3,8
Jaime Pressly,68,12,6
Desmond Harrington,42,5,1
Brett Granstaff,12,2,1
Mark Wahlberg,65,71,22
Christopher Abbott,32,11,4
Ossie Davis,107,15,13
Anne Hathaway,44,106,65
Jerry Springer,35,2,2
Jonny Lee Miller,52,12,1
David Rasche,129,2,2
Rooney Mara,33,66,29
Lambert Wilson,124,10,2
Brie Larson,58,54,60
Faye Dunaway,115,36,24
Nicholas Blandullo,1,0,0
George C. Scott,96,24,13
David Boreanaz,26,17,5
Jean Dujardin,54,41,22
Cedric Hardwicke,111,3,3
Blake Jenner,15,2,2
Ron Fazio,4,0,0
Robert Armstrong,183,2,2
Renée Zellweger,46,74,30
Mikhail Galustyan,19,2,0
Kathy Bates,123,89,34
Timothy Hutton,83,15,9
Grigoriy Dobrygin,12,1,2
Jim Dine,2,0,0
Graciela Borges,72,8,8
Baki Davrak,30,0,0
Patty McCormack,151,2,2
Paul Walker,42,11,7
Dragan Bjelogrli_,81,3,1
Fred Astaire,50,7,19
Vincent Gallo,45,15,7
Rob Brown,14,5,4
Robert Duvall,143,63,57
Robin Tunney,50,4,3
Richard Linklater,11,145,111
Tippi Hedren,84,2,9
Clu Gulager,165,2,1
______ _______,1,0,0
Valeria Bruni Tedeschi,90,23,30
Subcommandante Marcos,1,0,0
Erica Gavin,7,0,0
John Huston,54,66,40
Sergio Rubini,86,27,18
Martina Gedeck,126,20,19
Colin Hanks,54,8,2
Jerry Lewis,72,16,17
Graham Chapman,28,1,0
Ben Cross,97,5,1
Eva Longoria,51,28,11
Susan Ward,33,1,0
Katherine Waterston,43,10,1
Kad Merad,83,3,1
Piper Perabo,46,6,3
Bob Proctor,1,0,0
Candace Evanofski,4,2,1
Christopher Guard,54,0,0
Stephen Nichols,42,2,4
Eddie Garcia,651,35,40
Christopher Jacot,84,0,0
Ferdia Walsh-Peelo,4,4,0
Dan Aykroyd,105,15,4
Ben Gazzara,133,9,10
Andrew Divoff,107,0,0
Will Arnett,111,29,14
James Nesbitt,73,22,11
Kyle Catlett,12,2,1
Jim Broadbent,157,55,23
Shirley Temple,60,5,5
Orlando Jones,69,4,0
Ken Wahl,16,4,1
Tatsuya Fujiwara,65,4,2
Elizabeth Olsen,24,34,12
Jack Buchanan,33,0,0
Jeff Fahey,158,4,0
Elizabeth Taylor,78,33,38
Stewart Granger,78,3,3
Eric Bogosian,60,1,2
Judi Dench,125,174,63
Christophe Malavoy,96,3,2
Megan Fox,32,21,7
Britney Spears,94,52,24
Diogo Morgado,72,7,4
Kate Tsui,23,2,1
Jeffrey Dean Morgan,68,3,4
Elizabeth Hurley,41,4,1
Javier Bardem,62,80,102
Tom Welling,13,18,1
Ben Winchell,17,0,0
Chris Warren,22,1,0
John Candy,66,14,4
Norma Shearer,65,7,3
W. Somerset Maugham,1,0,0
Paul Dano,37,47,23
Viktor Mikhaylov,47,0,0
John Laurie,162,0,0
Laureano Olivares,30,1,1
Siddhi Mahajankatti,1,0,0
Tom Burlinson,27,0,0
Justin Bieber,37,61,34
Isabelle Huppert,137,52,106
Will Forte,90,29,6
María Mercedes Coroy,3,1,1
Daisy Ridley,33,24,8
Darlanne Fluegel,27,0,0
Rufus Sewell,63,6,0
Guillaume Canet,67,16,10
Samira Maas,8,1,1
Tommy Lee Jones,83,90,43
Grégoire Ludig,29,0,0
Scott Adkins,59,1,1
Andrew Robinson,108,5,1
Gérard Depardieu,235,34,24
Gina Lollobrigida,68,7,32
Naomi Watts,85,88,57
Bruce Willis,119,38,22
Zoe Sloane,11,0,0
Donald Faison,84,14,2
Darsheel Safary,6,2,2
Elizabeth Banks,87,35,16
Iris Apfel,1,1,1
Shawn Hatosy,69,2,0
Will Smith,78,125,62
Andy Kaufman,9,7,2
Kristen Connolly,30,1,0
Richard Anconina,51,2,2
Angelina Jolie,54,111,56
Ida Lupino,105,5,10
Charlie Trairat,14,1,0
Aubrey Plaza,66,20,4
Jakob Salvati,11,1,0
Björk,59,39,18
Vincent Cassel,83,19,8
Alexandra Meierhans,2,0,0
Shirley MacLaine,76,71,46
Carrie-Anne Moss,72,9,5
Jodi Benson,72,3,0
Mandy Moore,72,19,9
Scott Mechlowicz,16,1,1
Stephen McHattie,208,9,3
Michelle Yeoh,51,19,7
Shirley Henderson,81,12,11
Cathy Lee Crosby,37,0,0
Cillian Murphy,53,36,7
Carmen Electra,91,6,2
Helen Hayes,59,12,8
Ludovico Tersigni,6,1,1
Mariska Hargitay,52,36,11
Abigail Breslin,47,32,26
Elena Lyadova,28,3,11
Wasabi Mizuta,31,0,0
Frank Rautenbach,12,0,0
Ming-Na Wen,77,4,2
Betty Grable,85,1,1
Ben Whishaw,54,15,8
Richard Widmark,76,5,7
Diane Ladd,139,12,12
Tom Hanks,88,152,84
Jeff Speakman,20,0,0
Penelope Ann Miller,81,6,3
Judith Hoag,106,0,0
Chris Cooper,73,43,35
Natalie Alyn Lind,19,1,0
Koji Yakusho,97,28,24
Irrfan Khan,148,22,23
Nola Roeper,21,0,0
Ethan Juan,23,4,1
Nick P. Ross,22,0,0
Kelly Clarkson,40,31,8
J. Michael Trautmann,32,2,0
Emraan Hashmi,45,16,0
Patrick Wayne,75,3,3
Craig Ferguson,68,12,4
